name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,notes
Team Card,Pittsburgh Pirates,2011,2010,team,topps,398,1,0,0,0,1,0,
Gerrit Cole,Pittsburgh Pirates,2014,2013,P,topps,13,0,0,1,0,1,1,Future Stars
Pedro Alvarez,Pittsburgh Pirates,2014,2013,3B,topps,10,0,0,1,0,1,0,
Francisco Liriano,Pittsburgh Pirates,2014,2013,P,topps,59,0,0,1,0,1,0,
Andrew McCutchen,Pittsburgh Pirates,2011,2010,OF,topps,60,0,0,0,0,1,0,
Jose Tabata,Pittsburgh Pirates,2011,2010,OF,topps,545,0,0,0,0,1,0,
Andrew McCutchen,Pittsburgh Pirates,2012,2011,OF,topps,144,0,0,0,0,1,0,
Jose Tabata,Pittsburgh Pirates,2012,2011,OF,topps,168,0,0,0,0,1,0,
Pedro Alvarez,Pittsburgh Pirates,2011,2010,3B,topps,95,0,0,0,0,1,0,
Clint Barmes,Pittsburgh Pirates,2013,2012,SS,topps,92,0,0,0,0,1,0,
Garrett Jones,Pittsburgh Pirates,2011,2010,1B,topps,171,0,0,0,0,1,0,
Gaby Sanchez,Pittsburgh Pirates,2013,2012,1B,topps,98,0,0,0,0,1,0,
Neil Walker,Pittsburgh Pirates,2011,2010,2B,topps,24,0,0,0,0,3,1,Topps All Star Rookie
Neil Walker,Pittsburgh Pirates,2011,2010,2B,topps,245,0,0,0,0,2,0,
Casey McGehee,Pittsburgh Pirates,2012,2011,1B,topps,193,1,0,0,0,1,0,
Josh Rodriguez,Pittsburgh Pirates,2011,2010,SS,topps,563,0,1,0,0,1,0,
Pedro Ciriaco,Pittsburgh Pirates,2011,2010,SS,topps,238,1,1,0,0,1,0,
Ronny Cedeno,Pittsburgh Pirates,2011,2010,SS,topps,162,0,0,0,0,1,0,
Michael McKenry,Pittsburgh Pirates,2012,2011,C,topps,99,0,0,0,0,1,0,
Jason Jaramillo,Pittsburgh Pirates,2011,2010,C,topps,297,0,0,0,0,1,0,
Chris Snyder,Pittsburgh Pirates,2011,2010,C,topps,487,0,0,0,0,1,0,
Ryan Doumit,Pittsburgh Pirates,2011,2010,C,topps,456,0,0,0,0,1,0,
Charlie Morton,Pittsburgh Pirates,2012,2011,P,topps,516,1,0,0,0,1,0,
Kevin Correia,Pittsburgh Pirates,2013,2012,P,topps,262,0,0,0,0,1,0,
Ross Ohlendorf,Pittsburgh Pirates,2011,2010,P,topps,616,0,0,0,0,1,0,
Joel Hanrahan,Pittsburgh Pirates,2011,2010,P,topps,644,1,0,0,0,2,0,
Michael Grotta,Pittsburgh Pirates,2011,2010,P,topps,401,0,1,0,0,1,0,
Paul Maholm,Pittsburgh Pirates,2011,2010,P,topps,180,0,0,0,0,1,0,
James McDonald,Pittsburgh Pirates,2011,2010,P,topps,73,1,0,0,0,1,0,
Zach Duke,Pittsburgh Pirates,2011,2010,P,topps,96,1,0,0,0,1,0,
Zach Duke,Pittsburgh Pirates,2010,2009,P,topps,26,0,0,0,0,1,0,
Tom Gorzelanny,Pittsburgh Pirates,2008,2007,P,upper deck,616,0,0,0,0,1,0,
Andrew Lambo,Pittsburgh Pirates,2014,2013,OF,topps,54,0,1,0,0,2,0,
Andrew McCutchen,Pittsburgh Pirates,2014,2013,OF,topps,452,1,0,0,0,2,1,2013 NL MVP
Jeff Locke,Pittsburgh Pirates,2014,2013,P,topps,608,0,0,0,0,2,0,
Wandy Rodriguez,Pittsburgh Pirates,2014,2013,P,topps,522,1,0,0,0,2,0,
Clint Barmes,Pittsburgh Pirates,2014,2013,SS,topps,US-79,0,0,0,0,1,0,
Russell Martin,Pittsburgh Pirates,2014,2013,C,topps,360,1,0,0,0,1,0,
Travis Snyder,Pittsburgh Pirates,2014,2013,OF,topps,527,1,0,0,0,1,0,
Neil Walker,Pittsburgh Pirates,2014,2013,2B,topps,512,1,0,0,0,1,0,
Edinson Volquez,Pittsburgh Pirates,2014,2013,P,topps,652,0,0,0,0,1,0,
Jose Tabata,Pittsburgh Pirates,2014,2013,OF,topps,654,0,0,0,0,1,0,
Jordy Mercer,Pittsburgh Pirates,2014,2013,SS,topps,418,0,0,0,0,1,0,
Gaby Sanchez,Pittsburgh Pirates,2014,2013,1B,topps,634,0,0,0,0,1,0,
Pedro Alvarez,Pittsburgh Pirates,2014,2013,3B,topps,192,1,0,0,0,1,0,
Gerrit Cole,Pittsburgh Pirates,2014,2013,P,topps,179,0,0,0,0,1,1,Future Stars
Francisco Liriano,Pittsburgh Pirates,2014,2013,P,topps,114,0,0,0,0,1,0,
Charlie Morton,Pittsburgh Pirates,2014,2013,P,topps,219,0,0,0,0,1,0,
Starling Marte,Pittsburgh Pirates,2014,2013,OF,topps,91,0,0,0,0,1,1,Future Stars
Mark Melancon,Pittsburgh Pirates,2014,2013,P,topps,188,0,0,0,0,1,0,
Andrew McCutchen,Pittsburgh Pirates,2014,2013,OF,topps,150,0,0,0,0,1,0,
Jason Grilli,Pittsburgh Pirates,2014,2013,P,topps,159,0,0,0,0,1,0,
Garrett Jones,Pittsburgh Pirates,2014,2013,1B,topps,79,0,0,0,0,1,0,
Jason Grilli,Pittsburgh Pirates,2013,2012,P,topps,174,0,0,0,0,1,0,
Jason Bay,Pittsburgh Pirates,2008,2007,OF,upper deck,771,1,0,0,0,1,1,Team Checklsit
Evan Meek,Pittsburgh Pirates,2011,2010,P,topps,125,0,0,0,0,1,0,
Dick Davis,Pittsburgh Pirates,1983,1982,OF,topps,667,0,0,0,0,34,0,
Tony Watson,Pittsburgh Pirates,2017,2016,P,topps,256,0,0,0,0,1,0,
Sid Bream,Pittsburgh Pirates,1985,1985,1B,donruss,566,0,0,0,0,1,0,
Marvell Wyne,Pittsburgh Pirates,1984,1984,OF,donruss,113,0,0,0,0,1,0,
Cecilio Guante,Pittsburgh Pirates,1984,1984,P,donruss,357,0,0,0,0,1,0,
Melky Cabrera,Pittsburgh Pirates,2019,2018,OF,topps,US21,0,0,0,0,3,0,
Marvell Wyne,Pittsburgh Pirates,1984,1984,OF,donruss,233,0,0,0,0,1,0,Leaf Variant
Lee Lacy,Pittsburgh Pirates,1984,1984,OF,donruss,40,0,0,0,0,1,0,Leaf Variant
Kent Tekulve,Pittsburgh Pirates,1984,1984,P,donruss,119,0,0,0,0,1,0,Leaf Variant
Felipe Vazquez,Pittsburgh Pirates,2019,2018,P,topps,194,0,0,0,0,2,0,
Colin Moran,Pittsburgh Pirates,2019,2018,3B,topps,214,0,0,0,0,1,0,
Bill Robinson,Pittsburgh Pirates,1982,1981,"1B, OF",topps,543,0,0,0,0,2,0,
Matt Alexander,Pittsburgh Pirates,1982,1981,OF,topps,528,0,0,0,0,1,0,
Trey Supak,Pittsburgh Pirates,2015,2014,P,bowman,42,0,0,0,0,1,0,
Eric Show,Pittsburgh Pirates,1990,1989,P,leaf,115,0,0,0,0,1,0,
Jason Thompson,Pittsburgh Pirates,1984,1984,1B,donruss,89,0,0,0,0,2,0,Leaf Variant
Josh Bell ,Pittsburgh Pirates,2019,2019,1B,topps,US112,0,0,0,0,1,1,Home Run Derby
Jason Martin,Pittsburgh Pirates,2019,2018,OF,topps,US204,0,1,0,0,12,0,
Josh Bell ,Pittsburgh Pirates,2019,2018,1B,topps,208,0,0,0,0,1,0,
Daniel Hudson,Pittsburgh Pirates,2017,2016,P,topps,US137,0,0,0,0,1,0,
Rudy Owens,Pittsburgh Pirates,2010,2009,P,bowman,BCP155,0,0,0,0,1,1,"Bowman Chrome, 1st Bowman"
Cole Tucker,Pittsburgh Pirates,2015,2014,SS,bowman,71,0,0,0,0,1,0,
Starling Marte,Pittsburgh Pirates,2020,2019,OF,topps,183,1,0,0,0,4,0,
Kevin Newman,Pittsburgh Pirates,2019,2018,SS,topps,55,0,1,0,0,1,1,Topps Gallery
Bobby Bonilla,Pittsburgh Pirates,1990,1989,1B,leaf,196,0,0,0,0,3,0,
Enrique Romo,Pittsburgh Pirates,1982,1981,P,donruss,59,0,0,0,0,1,0,
Barry Bonds,Pittsburgh Pirates,1991,1990,OF,bowman,380,0,0,0,0,1,0,
KeBryan Hayes,Pittsburgh Pirates,2015,2014,3B,bowman,137,0,0,0,0,1,1,1st Bowman
Brandon Waddell,Pittsburgh Pirates,2015,2014,P,bowman,77,0,0,0,0,1,1,"Bowman Chrome, 1st Bowman"
Francisco Liriano,Pittsburgh Pirates,2019,2018,P,topps,US61,0,0,0,0,1,0,
Joe Musgrove,Pittsburgh Pirates,2019,2018,P,topps,104,0,0,0,0,3,0,
Bill Madlock,Pittsburgh Pirates,1984,1984,3B,donruss,185,0,0,0,0,1,0,Leaf Variant
Gregory Polanco,Pittsburgh Pirates,2020,2019,OF,topps,170,0,0,0,0,6,0,
Lee Mazzilli,Pittsburgh Pirates,1985,1984,OF,topps,748,0,0,0,0,1,0,
Larry McWilliams,Pittsburgh Pirates,1985,1984,P,topps,183,0,0,0,0,1,0,
Rick Rhoden,Pittsburgh Pirates,1985,1984,P,topps,695,0,0,0,0,1,0,
Josh Bell ,Pittsburgh Pirates,2019,2019,1B,topps,US274,0,0,0,1,1,0,
Larry McWilliams,Pittsburgh Pirates,1984,1984,P,donruss,78,0,0,0,0,1,0,
Bobby Bonilla,Pittsburgh Pirates,1989,1988,3B,upper deck,578,0,0,0,0,4,0,
Dale Berra,Pittsburgh Pirates,1982,1981,"3B, SS",topps,588,0,0,0,0,4,0,
Mitch Keller,Pittsburgh Pirates,2019,2018,P,topps,US218,0,1,0,0,1,0,
Doug Drabek,Pittsburgh Pirates,1989,1988,P,upper deck,597,0,0,0,0,1,0,
Tony Chance,Pittsburgh Pirates,1989,1988,OF,upper deck,3,0,1,0,0,1,0,
Larry McWilliams,Pittsburgh Pirates,1984,1984,P,donruss,247,0,0,0,0,1,0,Leaf Variant
Lonnie Chisenhall,Pittsburgh Pirates,2019,2018,OF,topps,431,0,0,0,0,1,0,
Bob Walk,Pittsburgh Pirates,1989,1988,P,upper deck,438,0,0,0,0,1,0,
Gary Redus,Pittsburgh Pirates,1989,1988,OF,upper deck,419,0,0,0,0,1,0,
Kent Tekulve,Pittsburgh Pirates,1982,1981,P,donruss,311,0,0,0,0,1,0,
Harvey Haddix,Pittsburgh Pirates,1982,1981,coach,donruss,651,0,0,0,0,1,0,
Johnny Ray,Pittsburgh Pirates,1984,1983,2B,topps,387,0,0,0,1,1,0,
Kent Tekulve,Pittsburgh Pirates,1984,1983,P,topps,754,0,0,0,0,1,0,
Gene Tenace,Pittsburgh Pirates,1984,1983,"C, 1B",topps,729,0,0,0,0,1,0,
Jason Thompson,Pittsburgh Pirates,1984,1983,1B,topps,355,0,0,0,0,1,0,
Lee Tunnell,Pittsburgh Pirates,1984,1983,P,topps,384,0,0,0,0,1,0,
Jim Gott,Pittsburgh Pirates,1989,1988,P,upper deck,539,0,0,0,0,1,0,
Chris Archer,Pittsburgh Pirates,2019,2018,P,topps,380,1,0,0,0,1,0,
Felipe Rivero,Pittsburgh Pirates,2017,2016,P,topps,353,1,0,0,0,1,0,
Bob Kipper,Pittsburgh Pirates,1991,1990,P,topps,551,0,0,0,0,1,0,
Ke'Bryan Hayes,Pittsburgh Pirates,2021,2020,3B,topps,644,0,1,0,0,1,0,
Jim Gott,Pittsburgh Pirates,1987,1987,P,donruss,606,0,0,0,0,1,0,
Felix Fermin,Pittsburgh Pirates,1987,1987,SS,donruss,144,0,0,0,0,1,0,
Roberto Clemente,Pittsburgh Pirates,2021,2020,OF,topps,11,0,0,0,0,1,1,The World's Champions (Allen & Ginter)
Colin Moran,Pittsburgh Pirates,2021,2020,"1B, 3B",topps,114,0,0,0,0,2,0,
Gregory Polanco,Pittsburgh Pirates,2021,2020,OF,topps,412,1,0,0,0,1,0,
Don Slaught,Pittsburgh Pirates,1994,1993,C,topps,137,0,0,0,0,1,1,Topps Stadium Club
Bob Kipper,Pittsburgh Pirates,1989,1988,P,upper deck,520,0,0,0,0,1,0,
Dave LaPoint,Pittsburgh Pirates,1988,1988,P,donruss,488,0,0,0,0,1,0,
Tom Prince,Pittsburgh Pirates,1988,1988,C,donruss,527,0,0,0,0,1,0,
Don Slaught,Pittsburgh Pirates,1991,1991,C,donruss,653,0,0,0,0,1,0,
Zane Smith,Pittsburgh Pirates,1990,1989,P,donruss,532,0,0,0,0,1,0,
Neal Heaton,Pittsburgh Pirates,1991,1990,P,topps,451,0,0,0,0,1,0,
Jeff Robinson,Pittsburgh Pirates,1989,1988,P,score,309,0,0,0,0,1,0,
Carmelo Martinez,Pittsburgh Pirates,1990,1989,OF,upper deck,92,0,0,0,0,1,0,
Andy Van Slyke,Pittsburgh Pirates,1993,1992,OF,topps,275,0,0,0,0,1,0,
Neal Heaton,Pittsburgh Pirates,1990,1989,P,upper deck,36,0,0,0,0,1,0,
John Cangelosi,Pittsburgh Pirates,1990,1989,OF,upper deck,370,0,0,0,0,1,0,
Don Slaught,Pittsburgh Pirates,1990,1989,C,upper deck,181,0,0,0,0,1,0,
Victor Cole,Pittsburgh Pirates,1993,1992,P,topps,453,0,0,0,0,1,0,
Mitch Keller,Pittsburgh Pirates,2022,2021,P,topps,251,0,0,0,0,1,0,
Hoy Park,Pittsburgh Pirates,2022,2021,SS,topps,184,0,1,0,0,1,0,
Steven Brault,Pittsburgh Pirates,2022,2021,P,topps,307,1,0,0,0,1,0,
Max Kranick,Pittsburgh Pirates,2022,2021,P,topps,325,0,1,0,0,1,0,
Ke'Bryan Hayes,Pittsburgh Pirates,2022,2021,3B,topps,56,0,0,0,0,1,0,
Ben Gamel,Pittsburgh Pirates,2022,2021,OF,topps,285,1,0,0,0,1,0,
